Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
67,372,2011,9,155000,2700,3,0,19850
67,124,2014,11,138000,1800,2,0,10500
5,96,2000,11,400000,2500,0,1,3900
31,664,2013,4,139000,1400,0,1,7500
5,94,1997,10,267892,1800,4,1,2300
67,128,2007,11,257000,2000,0,1,4800
16,240,2014,6,287921,1600,3,1,7000
50,569,1992,11,200000,1600,4,1,10000
6,67,2015,10,99850,1997,4,0,20999
14,631,2000,6,360000,2500,0,1,1000
16,382,2008,6,235000,1500,0,1,4200
6,43,2002,10,245000,1989,4,1,4200
70,308,1996,11,360000,1900,0,1,2350
16,526,2011,4,152300,1200,4,1,3900
55,532,2016,6,168740,1500,0,1,8600
67,128,2005,11,187000,2000,4,0,6200
50,484,2016,3,173000,1500,0,1,14450
55,314,2014,11,185000,1500,0,1,8700
6,43,2006,10,250000,2500,0,0,5000
50,484,2015,3,167000,1500,0,1,13200
50,484,2016,3,126000,1500,0,1,14400
50,484,2016,3,191000,1200,4,0,12900
50,484,2016,3,142000,1500,0,1,13500
5,94,1996,10,287000,1600,4,1,2000
48,438,2009,9,207000,2000,4,0,5900
48,438,2009,9,207000,2000,4,1,5900
61,271,2011,11,168500,1200,0,1,4850
55,402,2011,10,230000,1500,0,1,5500
51,219,2012,4,144600,1300,0,1,5150
45,151,2003,10,200000,1800,3,1,4300
31,552,2012,10,96000,2000,4,0,6000
44,41,2006,10,167000,2000,4,0,5700
51,661,2004,6,211684,2200,0,1,3250
9,268,2008,10,130000,2000,3,1,4200
50,464,1994,11,311000,1600,4,1,1350
39,287,2009,3,156000,2200,0,0,10500
31,664,2013,11,190000,1400,0,1,6850
70,456,2006,4,228000,1400,0,1,4000
16,242,2015,3,155000,1500,0,1,8600
55,532,2010,6,160000,1500,0,1,5399
67,500,2008,9,215000,2200,0,1,8500
32,114,2016,10,38500,1999,4,0,18200
22,238,2002,6,250000,1900,0,1,1900
30,174,2003,6,425300,2000,4,1,8000
55,402,2017,11,84800,1498,0,1,11900
23,280,2015,4,161000,1500,0,1,7800
67,217,2008,10,280000,1400,0,1,6400
51,616,1995,10,385000,1800,3,1,2100
45,625,2010,6,210000,2200,0,0,11500
23,409,2009,4,169000,2000,0,0,7800
70,308,2005,11,321000,1900,0,1,2250
31,552,2015,10,40000,2000,3,0,9900
70,182,2005,6,225688,1400,4,1,4500
40,334,2013,10,168000,2500,2,0,18000
6,67,2009,10,270000,2000,0,0,11700
23,291,2019,10,50000,2000,2,0,15199
67,607,2009,3,132000,1400,0,1,7000
71,643,2009,3,268000,2400,0,0,12500
55,260,2005,6,24000,2000,3,1,4850
40,334,2007,10,245100,2200,0,1,3200
70,446,2017,10,128000,1800,4,0,9500
51,122,2007,11,120000,1300,0,1,4200
55,402,2018,11,150000,1461,0,1,9999
23,291,2014,10,140000,1500,4,0,10200
55,314,2010,11,177000,1461,0,0,5999
31,325,2000,6,325316,2500,0,1,2500
51,122,2013,11,186000,1300,0,1,6900
61,429,2013,11,200000,1200,4,1,7350
61,570,2016,10,151370,1400,4,1,13500
70,588,2011,9,179000,1400,4,1,10200
6,67,2011,10,255000,1995,0,0,15999
30,203,2006,10,192000,1300,2,0,5500
15,348,2000,6,250000,2000,0,1,1850
61,271,2011,4,77600,1400,4,0,6990
51,122,2012,11,235000,1300,0,1,7000
70,620,1995,10,111111,1800,3,1,1250
23,598,2011,1,240000,1800,0,1,4800
70,308,2015,11,98000,2000,0,1,14000
48,442,2006,9,162000,2500,0,1,8700
5,108,2003,6,260000,2500,0,1,1700
55,355,2007,6,209000,1500,0,1,4350
23,280,2005,10,98000,1600,4,0,4750
70,446,2015,10,151555,1800,4,0,8550
30,342,2004,4,200000,1400,3,1,3350
61,509,2009,4,200000,1500,0,1,4650
70,446,2013,10,190085,1400,3,0,9300
70,446,2013,10,190083,1390,3,0,9350
56,63,2001,4,212332,1400,4,1,1700
13,254,2007,10,248578,2000,0,1,3700
50,589,2009,10,160000,1600,4,0,5222
16,242,2013,3,100000,1500,0,1,7399
50,484,2010,3,112000,1600,4,1,7800
55,402,2013,4,178632,1500,0,1,5900
16,381,2008,10,123456,1500,0,1,1800
70,446,2000,11,123456,1900,0,1,2000
55,402,2017,11,130000,1500,0,1,9100
51,122,2009,11,250000,1300,0,1,5100
6,43,2000,10,260000,2000,0,1,1550
30,102,2006,11,248000,1998,4,0,6400
30,174,1994,10,260000,1998,4,1,2500
6,43,2007,2,168000,2500,4,0,9000
51,289,2002,9,300000,2149,0,1,3800
13,187,2016,3,120000,2234,0,0,14500
70,446,1995,11,111111,1900,0,1,777
5,94,2002,11,265000,2000,4,1,1950
70,456,2005,4,136000,1400,4,1,2550
55,260,1994,6,190000,2000,4,1,1200
41,150,2008,10,37000,1300,4,1,1399
45,151,2001,10,320000,2000,4,1,4200
45,243,2013,10,170000,2200,0,0,21500
61,429,2015,11,154000,2000,0,0,14200
5,479,2013,3,167777,1998,2,0,17444
67,114,1995,10,192000,1495,4,1,2500
55,355,1999,6,180000,1400,4,1,1400
70,117,2013,7,282000,2000,0,1,16000
69,26,1991,10,152387,1600,4,1,10500
5,96,2015,10,180000,2000,0,0,20700
61,429,2015,11,155000,1999,0,0,13999
45,243,2005,10,410000,1800,3,0,6600
70,599,1998,6,389927,1900,0,1,2100
30,102,2014,10,120000,2000,2,0,11099
52,75,2003,10,288350,2200,0,0,4000
67,372,2006,6,189200,2700,3,0,14800
45,243,2008,10,214000,1800,3,0,9900
61,429,2009,11,201000,1400,4,0,5499
51,122,1995,11,327000,1799,4,1,1150
45,243,2017,10,268000,2000,0,0,23500
51,219,2006,4,400000,1300,0,1,3000
61,570,2016,10,144500,1968,0,0,18999
6,67,1997,10,312000,2500,0,1,1700
71,612,2010,11,150000,2400,0,0,5600
70,456,2011,4,170000,1200,0,1,5500
55,314,2010,11,198000,1500,0,1,6200
31,663,2013,4,141000,1400,4,1,6200
55,314,2012,11,197000,1500,0,1,7800
48,300,1993,10,370000,1997,4,1,1550
45,243,2014,10,146000,2200,0,0,19100
45,243,2008,10,260000,2199,0,0,8500
36,561,2004,3,239785,1998,0,1,6200
45,13,1989,10,256200,2000,4,1,4600
70,620,1993,10,270652,1800,3,1,1550
55,352,2015,9,105000,1500,0,1,12650
36,504,2008,4,100050,1400,4,1,4200
52,61,2005,10,250000,2000,0,0,1500
30,203,2006,10,220000,1800,3,0,4499
70,456,2002,11,230000,1900,0,1,2400
31,101,2017,10,45000,1400,4,1,8500
55,314,2012,11,215000,1500,0,0,7400
67,186,2013,10,110800,2500,2,0,11200
55,402,2008,10,156321,1500,0,1,3000
30,203,2005,10,275000,1700,0,1,4200
45,243,1996,10,250000,2000,4,1,2999
6,67,2014,10,205000,2000,0,0,21000
67,128,2007,11,300000,2000,0,1,3200
65,634,2002,4,250000,1300,4,1,2500
16,242,2012,9,147489,1500,0,1,7900
67,124,2014,10,148000,1800,2,0,10899
64,377,2008,10,150000,2000,3,1,4000
23,364,2017,3,108000,1500,0,0,15990
60,107,2007,6,187000,1900,0,1,4400
30,203,2009,10,187000,1500,4,0,4000
61,271,2006,11,203361,1422,0,1,3250
70,447,2012,10,131000,1999,4,0,8999
44,54,2001,4,364000,1600,4,1,1850
31,528,2016,9,105000,2200,0,0,22200
56,57,1999,10,314208,1600,4,1,1100
23,249,2019,3,12000,1000,4,1,13800
69,32,2004,11,153287,1500,3,1,1200
39,287,2007,9,207500,2179,0,0,10490
31,528,2011,3,179100,2200,0,0,13850
5,96,1998,10,327804,2500,0,1,3800
45,243,2015,10,180000,2200,0,0,12900
30,174,2010,3,90000,2000,3,0,9000
51,616,2000,11,30000,1600,4,1,2200
2,574,2009,10,152000,2397,4,1,10000
30,203,2009,10,229000,1400,4,0,6250
51,122,2010,11,186000,1300,0,1,4850
67,124,2012,4,167000,1400,0,1,7200
70,182,2014,7,158000,2000,3,1,7500
6,0,2016,4,138000,1600,0,1,10800
71,609,2015,4,110000,2000,0,0,16499
69,31,2003,10,100000,1600,3,1,799
16,381,2021,10,3900,1000,4,1,8400
55,314,2009,6,33333,1500,0,1,5500
67,124,2008,4,250000,1461,0,1,6000
52,83,2004,6,27000,2000,3,1,2900
38,658,1997,4,202000,1100,4,1,1500
40,177,2011,4,220000,1800,2,0,9800
30,342,2011,4,168000,1400,2,0,7500
61,429,2013,11,68000,1400,4,1,9000
44,77,1998,10,300000,1800,3,1,750
55,314,2010,6,185000,1500,0,1,5200
16,381,2011,5,168000,1500,0,1,5700
5,94,2014,10,91000,2000,4,0,12500
55,532,2009,6,230000,1500,0,1,4200
51,403,2005,5,260000,1300,0,1,3500
31,101,2005,4,156000,1600,4,1,750
36,561,2017,9,118000,2000,0,0,17650
65,571,2008,4,180000,1300,4,1,1240
55,352,2017,3,150000,1500,0,0,12200
6,640,2011,3,226000,2000,0,0,15900
67,468,2018,6,39800,1800,5,0,14499
67,124,2010,4,183000,1389,0,1,6500
69,25,1993,10,89656,1500,4,1,8500
52,58,2007,3,216000,2200,0,1,8200
55,532,2013,6,198000,1500,0,1,6999
36,198,2006,10,160000,1600,4,1,1260
51,616,1994,4,156052,1800,4,1,800
5,94,2000,10,25000,1900,0,0,1700
44,180,2015,3,144510,2198,0,0,15200
69,35,2010,10,11111,1600,4,1,2350
50,109,1996,4,260000,1400,4,1,1850
5,94,2002,10,265000,2000,4,1,4699
31,604,2012,9,147000,2000,4,0,9900
32,477,2016,10,51000,2000,4,0,17800
3,9,2004,10,176000,1900,0,1,1600
5,94,1995,10,412000,1800,4,1,2500
67,186,2012,10,190000,2500,4,0,12800
61,271,2011,11,215000,1200,0,1,4600
55,314,2017,6,148500,1500,0,0,14500
55,532,2014,6,175000,1500,0,1,6900
16,241,2017,6,55000,1461,0,1,7600
16,241,2018,11,45000,1200,4,1,7250
69,32,2007,11,185000,1600,4,1,1400
67,466,2015,4,101727,1800,2,0,7800
61,429,2009,11,290000,1400,4,1,4800
51,122,2015,11,212000,1300,0,1,7200
67,124,2013,11,195000,1364,0,1,8500
45,134,2010,6,130000,1500,4,0,6950
67,217,2007,4,300000,1400,0,1,5000
70,182,1998,6,260000,1900,0,1,2800
5,92,2008,4,190000,1900,0,1,5500
6,640,2005,3,170000,2000,0,1,6500
51,122,2005,11,187000,1400,4,1,2500
70,446,1996,11,400000,1900,0,1,2500
61,429,2012,10,120000,1400,4,1,5500
45,151,2016,10,60040,2000,2,0,13500
45,243,2007,10,190000,2200,0,0,6299
70,182,2015,11,163000,1600,0,1,6299
70,308,2004,4,163000,1600,3,1,2999
50,420,2009,7,123000,2500,0,1,6999
67,500,2012,3,123000,2200,0,1,7899
70,592,2008,9,190000,2500,0,0,6799
23,409,2001,11,355000,2000,0,1,2100
67,128,2010,10,106000,1798,4,1,8900
17,373,2001,4,195000,1500,4,1,700
67,128,2010,10,104000,1798,4,1,8900
30,203,1998,4,111222,1500,4,1,2000
6,67,2018,10,120000,2000,0,0,23000
50,484,2015,3,80000,1500,0,1,8700
70,599,2006,5,220000,1900,0,1,6600
67,217,2015,10,75000,1400,0,1,9700
51,616,1989,10,180000,1800,4,1,1250
61,271,2013,4,140000,1200,3,1,4250
67,197,2004,2,62000,1800,3,0,6300
16,382,2015,11,400000,1200,3,1,3600
55,355,2003,11,173823,1500,0,1,3200
40,177,2017,4,45324,1800,2,0,10200
60,378,2016,11,126000,1598,0,0,11900
51,118,2012,4,111115,1400,5,0,12500
61,429,2016,4,189000,1600,0,0,13999
6,67,1994,10,280000,2000,4,1,2199
31,528,2014,3,190000,2200,0,0,17900
67,448,2014,4,89000,1000,4,0,4290
55,532,2015,11,162000,1500,0,1,8490
50,484,2019,9,17500,1600,0,0,24490
55,532,2016,11,117000,1500,0,1,8500
55,402,2015,11,186000,1500,0,1,8900
51,219,1996,4,300000,1200,4,1,500
70,446,2000,11,360000,2500,0,0,3600
70,308,2003,10,111111,1400,4,1,2950
23,275,2007,4,181123,1400,4,1,2750
55,402,2011,11,205021,1500,0,1,5200
22,476,2007,4,176000,1364,4,0,3200
70,620,1993,10,20008,2000,3,1,950
45,151,2003,10,255000,2200,0,1,5450
61,570,2015,10,150000,1600,0,0,16400
31,604,2006,3,260000,2000,3,1,6200
61,429,2010,10,190111,1400,4,1,6499
13,600,2018,3,67000,1400,4,0,11000
24,53,1999,10,222222,2400,3,1,20000
45,151,2013,10,89218,1800,4,0,13500
55,314,2012,5,194000,1500,0,1,7500
16,526,2013,4,158000,1200,3,1,6500
6,43,2004,10,290000,1800,3,1,4300
45,387,2002,3,259000,2700,0,1,12500
45,151,1996,10,340600,2200,0,1,2900
5,479,2011,3,140000,2000,4,0,13000
51,122,1995,6,318000,1700,0,1,899
55,207,2010,10,141000,1200,4,1,4300
51,340,2011,10,100009,1800,4,1,8300
61,429,2002,4,250000,1900,0,1,1250
5,96,2001,10,260000,1900,0,1,5200
5,96,1994,10,400000,1984,3,1,2700
30,339,2009,4,263000,1300,2,0,5700
44,649,1994,10,265000,2000,4,1,1350
67,466,2009,4,313000,1800,3,0,7500
70,446,2009,11,250000,1400,3,1,6500
31,604,2016,9,45000,2000,0,0,9999
51,122,2009,11,123000,1300,0,1,3900
70,588,2015,3,123000,2000,0,0,9999
48,370,2009,10,163000,2000,3,0,4299
70,593,2004,6,410000,2000,0,1,4800
44,494,2004,4,75000,1300,4,1,5000
50,484,2009,3,147000,1500,0,1,8290
5,96,2001,10,18000,2500,0,0,2250
50,484,2008,9,177600,1500,0,1,7590
50,464,1993,10,200000,1600,3,1,750
55,314,2014,6,172000,1500,0,1,8600
6,67,2000,11,337000,2000,0,1,5900
51,616,1998,10,250000,1600,4,1,1200
45,628,2001,6,380000,2000,0,1,1100
70,588,2017,9,93000,2000,4,0,14700
70,588,2017,3,93000,2000,4,0,14700
69,34,2008,4,223000,1600,4,1,1950
70,308,2011,4,173213,1400,4,1,7600
67,128,2005,11,212000,1800,3,1,5299
67,124,2011,4,199000,1400,0,1,7800
37,426,2006,9,77000,1700,3,1,4099
31,663,2011,4,190000,1240,3,1,4500
45,628,2006,6,398452,2200,0,1,7500
67,622,2013,6,170000,1800,4,0,11500
61,429,2009,4,221000,1400,4,1,4990
50,464,2002,4,217000,1800,3,1,2650
44,41,2003,10,123456,2000,3,1,1000
6,67,2003,10,280000,2500,0,0,2600
71,643,2012,3,200000,2400,0,0,17500
70,308,1990,4,290000,1600,0,1,6000
67,124,2011,11,190000,2231,0,1,9999
45,243,2001,10,350000,2198,0,1,4300
45,151,2007,10,253000,1800,3,0,8899
61,429,2017,4,146000,1600,0,0,13999
55,402,1998,10,222000,1600,4,0,1300
69,26,1991,10,111111,1500,4,1,3600
69,23,1991,10,90000,1300,4,1,3600
5,80,1992,10,350000,1984,3,1,2300
50,405,1996,2,250000,998,4,1,999
55,577,2016,10,149000,1497,0,1,13200
50,109,2003,4,305943,1500,0,1,3500
61,570,2010,10,163000,1800,4,0,7999
67,124,2016,11,204000,1400,0,1,9150
45,293,2015,3,45000,2000,4,0,18600
50,484,2009,9,147000,1500,0,1,8290
70,593,2009,11,156000,1400,4,1,6699
67,466,2018,4,150000,1800,2,0,14450
30,342,2006,4,16000,1400,4,1,3500
36,195,2013,4,141265,1400,0,1,6999
67,155,2018,4,167000,1800,2,0,18350
55,402,2013,11,187000,1500,0,1,5750
45,151,2002,10,229523,2000,4,0,4750
13,368,2007,4,211000,1400,4,1,2400
23,291,2013,10,151000,1500,4,0,8300
31,251,2019,10,9200,1600,4,0,13500
31,604,2018,3,30999,1500,4,0,22900
51,629,2010,6,216000,2000,0,1,6000
23,364,2017,3,180000,1500,0,0,14200
70,446,2000,11,320000,1900,0,0,5000
16,242,2015,3,171000,1500,0,1,9400
50,484,2010,3,230000,1500,0,1,7800
30,339,2018,10,26198,1500,2,0,13800
55,402,2014,11,140000,1500,0,0,7500
67,466,2013,4,131769,1800,2,0,6800
51,211,2011,6,122000,1600,3,1,3500
36,114,1991,9,130000,2000,0,1,3600
70,308,1996,11,22222,1800,4,0,1999
52,18,2010,4,140000,1100,4,1,3400
70,286,2008,4,50000,1500,0,1,1900
70,446,2016,10,65000,1800,4,0,15800
51,661,2001,6,248000,1800,4,1,2300
30,203,2016,4,98000,1400,4,1,12000
23,259,2000,4,29375,1800,0,1,1300
55,532,2012,4,221800,1500,0,1,5750
45,151,2000,11,205000,1600,3,1,3000
61,429,2010,10,180000,2000,0,1,7500
6,640,2008,3,272584,2000,0,0,11700
67,128,2001,11,222000,2000,0,1,1800
55,402,2009,11,211000,1500,0,1,5500
51,616,1993,10,200000,1700,0,1,17000
67,124,2011,4,180000,1400,0,1,7100
67,186,2016,10,150000,2500,2,0,13000
70,308,2010,11,170000,1600,0,0,7800
5,80,1996,10,111111,2000,3,1,1600
70,446,1995,11,250000,2000,3,1,2450
5,1,1994,11,226000,2000,4,1,2700
67,124,2007,4,220000,1400,0,1,5300
67,655,2014,4,250000,1400,0,1,6600
55,355,2004,10,200000,1900,4,1,700
16,382,2016,11,72000,1500,0,1,7999
16,382,2009,11,260000,1500,0,1,4350
30,174,2006,3,390000,2200,0,1,8500
70,542,2012,6,155000,2000,0,1,13300
34,646,2015,10,73000,2000,0,0,18000
67,128,2011,11,181850,2000,0,1,9950
6,640,2008,9,250000,2000,0,1,6500
52,49,2008,11,250000,1400,0,1,1999
16,382,2008,11,260000,1599,3,1,2400
50,484,2008,3,177600,1500,0,1,7590
45,243,2015,10,280000,2000,3,0,15200
16,381,2007,10,230000,1500,0,1,2000
67,217,2014,10,170000,1400,0,1,10000
5,95,2012,10,152000,1800,4,0,14000
48,438,2015,3,190000,1998,5,0,13300
31,552,1996,10,290000,2000,3,1,1250
50,485,2012,3,171000,1500,0,1,9100
51,122,2013,11,168700,1300,0,1,6850
50,484,2018,9,108700,1500,0,1,16350
56,63,2002,10,424126,1994,0,1,2500
55,402,2006,6,260000,1500,0,1,3800
70,592,2006,9,255000,2500,0,0,7500
36,504,2007,4,180000,1400,4,1,2600
50,636,2007,3,145000,2000,4,1,4500
45,134,2007,4,180000,1500,4,1,4000
67,186,2008,10,180000,2400,3,0,6000
5,96,2015,10,180000,2000,0,0,17000
45,296,2009,3,180000,2200,0,0,11000
61,430,2008,10,183000,2000,4,1,7399
5,1,1993,10,200000,2000,4,1,1550
15,165,2001,4,270000,2000,4,1,2500
55,402,2005,11,245120,1500,0,1,3999
67,128,2005,4,270000,1800,4,1,5300
67,500,2013,3,82000,2000,4,0,17450
61,271,2007,11,220000,1400,0,1,3500
67,500,2003,3,324086,2000,0,1,7000
45,243,2002,6,201941,2700,0,0,2500
50,484,2017,3,130000,1500,0,1,16600
71,610,2005,10,256000,2000,0,1,2699
50,636,2003,9,280000,2000,4,0,4500
5,94,2008,10,125000,1800,4,0,9500
6,67,2001,10,209000,2000,4,1,5000
67,655,2011,4,190000,1364,0,1,5500
61,271,2012,1,150000,1200,0,1,4800
67,125,2016,10,70800,2500,2,0,18550
44,14,2005,11,240000,1388,3,0,3500
51,616,1995,10,77777,1800,4,1,1150
51,340,2012,10,160000,2000,0,0,8500
67,466,2011,4,190500,1800,2,0,6699
23,409,1997,11,190000,1800,0,1,9300
16,242,2012,9,103000,1500,0,1,5400
6,43,1993,2,3331,1600,4,1,2750
50,484,2016,3,121500,1500,0,1,12600
48,438,2007,3,260000,2400,3,0,5300
22,237,2015,6,125000,1600,0,1,5490
70,599,2007,6,275000,1900,0,1,4990
5,479,2016,10,87000,2100,4,0,12500
61,570,2011,10,197000,1800,4,0,9600
6,67,2008,10,219000,2000,0,0,9990
48,210,2006,4,216000,1499,4,0,3800
61,570,2013,1,100000,1600,0,1,11000
70,308,1999,10,260000,1599,4,1,3200
23,280,2000,11,200000,2000,3,0,2500
67,124,2012,4,180000,1400,0,1,7400
50,405,2010,10,112000,1200,4,0,5200
70,308,2011,4,166000,1200,4,1,7250
5,80,1990,10,140000,1800,4,1,1200
71,522,2017,10,51700,1969,4,0,13800
5,108,2012,11,256000,1986,0,0,16599
16,381,2006,10,275000,1500,0,1,2599
51,122,2007,6,300000,1300,0,1,4500
71,643,2010,9,250000,2400,0,0,13000
50,484,2015,3,124200,1461,0,1,12250
30,339,2009,4,190000,1400,2,0,6800
70,182,2001,1,267000,1900,0,1,2700
48,438,2007,3,150000,2400,3,0,7500
55,532,2007,10,308000,1500,0,1,3800
45,243,2004,11,311000,2700,0,1,2650
71,521,2009,10,10000,2000,0,1,3000
23,250,2015,9,102000,1997,4,0,18000
6,67,2003,11,421000,2200,3,0,4200
36,195,2013,4,98000,1396,4,1,7250
70,308,2007,11,223570,1896,0,1,6200
70,308,1995,4,300538,1600,4,1,2000
67,217,2003,4,168000,1400,4,1,3900
71,521,2001,10,330000,2500,0,0,3550
55,402,2018,11,139000,1600,0,0,11200
45,243,2007,10,130000,1800,4,1,10000
45,628,1999,6,430000,2300,0,1,2350
36,191,2004,6,199000,1600,4,1,3700
70,599,1992,6,250000,2400,0,1,2850
61,429,2012,11,181207,1390,4,0,7750
36,504,2007,4,200000,1400,3,1,4200
16,381,2015,10,173000,1200,3,1,2450
61,360,2017,3,120000,2000,0,0,22900
55,402,2013,11,155000,1200,4,1,6800
67,124,2012,4,110000,1800,2,0,9600
31,604,2008,3,196000,2000,0,0,8700
55,402,2013,11,250267,1500,0,1,5899
70,593,2012,6,215000,1400,4,0,8800
5,94,2013,11,181234,2000,0,0,13500
67,466,2007,4,215000,1497,2,0,6200
36,504,2009,4,140000,1500,0,1,4400
52,445,2000,6,23000,2000,0,1,1900
67,622,2014,4,132000,1600,0,1,7800
13,254,2009,10,110000,2000,3,1,5999
6,67,1994,10,380000,1991,4,1,2700
61,570,2003,10,386000,1800,4,1,4200
70,190,2005,6,270000,2500,0,1,7500
70,446,2006,2,276000,2000,0,0,3600
67,466,2007,4,260000,1500,4,0,4800
70,308,2005,4,282000,1900,0,1,5300
6,43,2003,2,276000,2000,4,0,1800
5,94,2002,10,360000,2500,0,1,3699
51,432,1993,11,300000,2000,4,1,950
45,151,1995,10,222222,1800,4,1,2900
31,604,2017,9,72000,1995,0,0,21000
23,291,2015,10,44000,1999,2,0,9200
55,402,2010,11,230000,1500,0,1,6299
17,114,1996,10,200000,1500,4,1,600
31,528,2013,2,87000,2400,4,0,15700
6,67,1990,6,200000,2000,3,1,800
69,27,2004,10,45323,1500,4,1,2200
70,446,2003,10,230000,2500,0,0,3100
6,67,2003,10,300000,2200,4,1,4100
65,141,1999,10,11111,1300,4,1,1100
31,604,2006,3,199000,2000,3,1,6700
61,429,2012,10,81612,1984,4,0,8600
30,174,2017,10,113000,1597,0,1,10700
5,94,1995,10,248700,1800,3,1,3500
65,116,2004,4,115600,1061,4,1,1400
51,661,2001,6,350000,2000,0,1,3800
55,402,2009,10,210000,1500,0,1,4300
6,67,2004,10,260000,2500,0,0,5550
31,528,2016,9,129000,2199,0,0,20199
70,592,2004,3,200000,2500,0,0,8000
55,352,2016,3,145000,1500,0,0,13750
55,407,2004,4,164000,1500,0,1,2900
31,528,2016,9,130000,2199,0,0,19399
40,256,2014,10,163000,2500,2,0,16700
23,156,2016,5,174000,1500,0,0,9900
67,124,2015,11,180000,1400,0,1,9100
52,18,2006,11,180000,1300,0,1,2650
45,244,2011,0,119000,2000,4,0,12500
36,553,2017,9,167000,2199,0,0,19699
27,299,2008,10,121245,1300,4,1,799
13,145,1998,7,171000,2200,4,1,3600
51,122,2012,11,129000,1300,0,1,6300
70,542,1997,6,2900,2000,3,1,2700
45,243,2004,10,230000,2148,0,0,5800
45,151,2001,10,370000,2000,3,1,4200
45,151,2008,10,207000,2000,4,0,9000
13,600,2016,3,98000,1400,3,0,9000
30,203,2008,4,150000,1800,4,1,6200
55,402,2012,11,242000,1500,0,1,5600
23,598,2014,6,143000,1600,0,1,6800
23,277,2009,4,120000,1600,0,1,4350
44,72,2008,4,200000,2200,0,1,8150
50,485,2010,3,149000,1500,0,1,7900
67,217,2003,4,270000,1400,4,1,4300
51,616,1993,10,2500,1650,3,1,1100
3,8,2000,4,232000,2000,4,1,2100
67,124,2007,4,278000,1400,0,1,5799
45,243,1996,11,311000,2000,3,1,2950
45,172,2000,0,146000,2000,4,1,1750
52,48,2001,10,130000,1800,4,1,1990
51,616,1992,10,375000,1600,3,1,1200
6,43,2002,2,106000,2000,4,1,4500
70,447,2009,10,210000,2000,4,0,7250
5,96,2000,11,240000,2500,0,0,4300
69,36,2001,9,35000,1700,4,1,3150
56,79,2001,10,250000,2000,0,1,1300
23,156,2008,4,201000,1586,0,1,2899
34,637,2007,10,223000,2200,0,1,4700
30,203,1995,2,300000,1500,3,0,3000
23,275,2010,4,205000,1400,0,1,5000
5,96,2006,11,230000,2000,4,1,5500
67,217,2006,4,215000,1400,0,1,5750
55,402,2016,11,152000,1500,0,0,11400
52,44,2018,3,179200,1500,0,0,17400
5,92,2010,4,165000,1400,4,0,8000
23,594,2014,6,200000,1600,0,1,5800
70,446,2011,10,202000,1400,4,0,9999
50,484,2014,3,62000,1500,0,1,10900
13,254,2009,10,120000,2000,3,1,5200
70,343,2016,10,84000,1400,4,0,9400
23,114,1991,6,72000,1800,0,1,850
71,643,2014,3,171000,2400,0,0,23000
5,96,1996,11,365000,2000,4,1,3700
70,343,2012,10,173000,1400,2,0,8399
5,479,2013,3,72000,2000,2,0,21400
50,484,2007,3,261000,1500,0,1,7100
51,122,2007,4,182000,1400,4,1,4600
61,271,2013,11,156000,1200,4,0,7899
48,438,2008,3,150000,2400,4,0,9600
67,466,2011,4,256000,1800,2,0,7800
45,200,2013,6,208000,1500,0,1,6899
51,211,2005,1,400000,1300,0,1,3000
61,271,2015,11,159700,1400,0,1,7299
61,429,2011,11,161000,1400,4,1,7300
67,192,1993,10,285000,1600,3,1,1950
16,242,2013,10,123000,1500,0,1,7400
23,156,2015,6,176000,1500,0,1,7999
45,243,2003,10,345000,2200,0,0,7000
70,308,2000,4,260000,1800,4,1,3600
55,402,2011,4,120000,1500,0,1,6000
27,331,2008,9,69000,2400,4,1,5200
61,271,2011,11,185000,1400,4,0,6300
61,272,2011,11,183000,1400,4,0,6300
55,402,2015,11,210000,1498,0,1,6900
70,308,2014,11,230000,1598,0,0,9600
23,364,2016,3,101000,2000,0,0,15999
30,174,2005,9,305000,2000,3,1,7500
64,337,1993,11,170000,1998,4,1,4500
31,304,2008,10,67890,1399,4,1,3900
70,599,1997,5,294000,1900,0,1,3300
71,645,2006,11,320000,2400,0,0,10000
5,487,2000,11,220000,2500,0,0,4500
67,217,2007,4,290000,1400,0,1,5300
45,243,2015,10,190000,1991,3,0,14500
51,122,2006,4,260000,1300,0,1,3650
70,308,2003,4,180000,1600,4,1,4100
6,67,2011,11,190000,2000,0,0,15000
30,174,2008,3,237000,2000,3,0,10300
16,380,2012,11,166000,1461,0,1,6950
71,522,2016,10,72000,2000,4,0,24500
70,456,2008,4,199000,1200,4,1,3400
67,217,2016,10,96000,1400,0,1,8300
71,643,2011,9,200000,2400,0,0,14500
45,243,1994,10,280000,2000,3,1,2400
67,124,2015,11,120000,1364,0,1,10500
50,474,2014,4,96000,1500,0,1,9000
40,177,2013,4,75000,1800,2,0,12500
67,124,2010,4,198000,1800,2,0,6990
55,355,2012,6,191000,1500,0,1,5950
31,604,2006,9,240000,2000,3,1,5750
70,446,2001,10,440000,1800,3,1,2700
67,128,2006,11,303000,2000,0,1,4000
44,14,2012,4,156000,1500,4,0,6000
30,102,1999,10,210000,1800,4,1,1300
36,504,2009,4,115000,1400,4,1,4500
16,381,2013,10,176000,1500,0,1,5650
44,77,1993,10,290000,2000,4,1,1300
48,442,2006,9,273000,2500,0,1,7799
45,541,1994,10,229000,2000,3,1,2899
70,446,2014,10,176000,1800,4,0,9500
61,570,2013,11,103000,2000,0,0,16399
61,499,2013,10,197000,1200,4,1,6299
